#Types Before Cut: 11101
#Types After Cut: 9703
#Search Hits: 0
1046	7	8.094	увидел
1047	7	8.094	улица
1048	7	8.094	франции
1049	6	8.056	onion
1050	6	8.056	ездил
1051	6	8.056	играет
1052	6	8.056	лучший
1053	6	8.056	написала
1054	6	8.056	рождения
1055	6	8.056	ушел
1056	6	8.056	штук
1057	3	7.903	adv
1058	3	7.903	day
1059	3	7.903	gen
1060	3	7.903	plen
1061	3	7.903	автобусов
1062	3	7.903	автобусы
1063	3	7.903	аж
1064	3	7.903	амаретто
1065	3	7.903	архитектурой
1066	3	7.903	атмосфера
1067	3	7.903	африке
1068	3	7.903	балетную
1069	3	7.903	бар
1070	3	7.903	беби
1071	3	7.903	бедно
1072	3	7.903	бежит
1073	3	7.903	безумно
1074	3	7.903	белорусском
1075	3	7.903	беру
1076	3	7.903	бесполезно
1077	3	7.903	библиофил
1078	3	7.903	благо
1079	3	7.903	блять
1080	3	7.903	болезнь
1081	3	7.903	буквами
1082	3	7.903	бэ
1083	3	7.903	вайновский
1084	3	7.903	вами
1085	3	7.903	вареньем
1086	3	7.903	вдвоем
1087	3	7.903	ведёт
1088	3	7.903	везло
1089	3	7.903	вернули
1090	3	7.903	весна
1091	3	7.903	вечер
1092	3	7.903	взрослый
1093	3	7.903	визы
1094	3	7.903	викинги
1095	3	7.903	вкусно
1096	3	7.903	внизу
1097	3	7.903	вода
1098	3	7.903	возьму
1099	3	7.903	войной
1100	3	7.903	вспомнил
1101	3	7.903	встретила
1102	3	7.903	встретить
1103	3	7.903	встречают
1104	3	7.903	выполняешь
1105	3	7.903	высокодинамичный
1106	3	7.903	геру
1107	3	7.903	геша
1108	3	7.903	гимназия
1109	3	7.903	гитару
1110	3	7.903	глухарь
1111	3	7.903	гм
1112	3	7.903	говард
1113	3	7.903	горбачёва
1114	3	7.903	городке
1115	3	7.903	горы
1116	3	7.903	гравитация
1117	3	7.903	грамм
1118	3	7.903	гуглили
1119	3	7.903	даа
1120	3	7.903	двенадцати
1121	3	7.903	девяностые
1122	3	7.903	девяностых
1123	3	7.903	девятом
1124	3	7.903	девятьсот
1125	3	7.903	деда
1126	3	7.903	декорации
1127	3	7.903	дениса
1128	3	7.903	держи
1129	3	7.903	джи
1130	3	7.903	дизайн
1131	3	7.903	днк
1132	3	7.903	добираться
1133	3	7.903	добрый
1134	3	7.903	доехал
1135	3	7.903	доехало
1136	3	7.903	домики
1137	3	7.903	дочерью
1138	3	7.903	душе
1139	3	7.903	евреев
1140	3	7.903	еле
1141	3	7.903	жалко
1142	3	7.903	женский
1143	3	7.903	женщин
1144	3	7.903	забивается
1145	3	7.903	заговора
1146	3	7.903	задают
1147	3	7.903	залезали
1148	3	7.903	замуж
1149	3	7.903	занимаешься
1150	3	7.903	занимались
1151	3	7.903	затащит
1152	3	7.903	захожу
1153	3	7.903	захотелось
1154	3	7.903	зашёл
1155	3	7.903	звучало
1156	3	7.903	зерно
1157	3	7.903	зубы
